Tenure,MonthlyCharges,ContractType,SupportTickets,Churn
26.939598853304673,78.73876339492699,0,0,0
17.916681895546443,93.81292549572683,1,0,0
18.347540332580127,88.99108270882647,1,0,0
26.784599248291634,40.30204063100193,1,2,0
6.6229879020321105,20.0,0,3,0
7.110434707481337,88.68639822478548,1,0,0
15.378669344970767,42.66242603169158,0,0,0
21.438634179457832,65.50469196214632,0,0,1
27.730890787176055,46.59773947881281,0,1,0
41.70427460339462,33.9603912483996,0,4,0
34.29191547842423,80.82925456409576,0,1,1
22.080737640438876,85.18310320605293,1,0,1
23.771805505167734,58.46979198546561,0,0,0
11.969647624346294,20.0,0,2,0
23.77784236809132,59.075111034950346,0,1,0
20.536096332958344,77.83608010805094,0,0,1
27.872622724057074,40.421768624517426,2,1,0
14.073228677372125,73.66719839558311,0,0,1
30.232158170894067,69.69380301654009,0,3,0
42.39286695603093,81.58582999202177,0,1,0
22.694878218517708,72.39160736828306,0,0,0
28.8205406651873,50.53862118236889,0,0,0
32.28172790053335,93.93143003328983,1,3,0
19.185354337369965,66.8294085394606,2,1,0
26.689109781725,69.45390920980137,0,1,0
24.151108809381537,51.33464081853608,1,2,0
25.17211318258598,61.134354976169796,1,2,0
14.723882593734402,52.30394571946198,1,1,0
24.29412209110731,66.54107880153154,0,1,0
29.975979494945392,104.23416960284688,0,2,1
41.4137232935405,42.56197714137287,0,2,0
35.51124991302248,37.72877204246518,1,2,0
49.838189490138674,99.42340654987217,1,1,1
14.791829245343406,65.81352645696268,0,2,0
34.46784764064814,56.61854522680167,0,2,0
26.20010406886022,90.79809374792153,2,2,0
50.27763519861207,57.88768920526272,1,0,0
14.300420575738183,106.52019427093873,2,4,1
13.923337893830688,83.55851742678539,1,2,1
16.807288254671732,60.24177183708595,0,1,1
1.0,113.14616426531006,0,2,1
17.690939739830867,57.88570153993323,1,2,1
14.890408061355625,84.84190744018613,0,0,0
25.80472543771449,75.98585160812983,0,1,1
28.101071709325915,96.03482578797596,1,2,0
46.514050070590635,101.23022393453705,0,1,0
35.405086058232605,70.64008298131533,1,3,0
17.07715613205116,54.93164259307633,0,1,1
13.219023943819705,79.19944285878233,2,1,0
29.90303005807807,56.44569260495788,0,2,0
8.157201515752295,110.26774495053246,0,0,0
45.977505190252245,72.73070662165475,1,1,0
38.15328144865544,62.69356897375783,0,1,0
18.36989217474354,73.69360611729817,1,2,0
3.442385650909465,43.05747420940607,1,1,0
40.24646848998496,50.56771922978697,0,2,1
22.625521856968586,94.0082781588885,0,2,0
38.853795743681545,56.862114420572084,0,0,0
4.866868094467595,49.06178034636121,0,4,0
16.807499724554724,80.73305505054573,2,3,0
24.062924396618197,93.71408309325994,1,0,0
24.563767125176906,84.37906621330133,1,1,0
18.599214342249077,89.92095371611633,1,1,0
31.474199188169983,54.864098228610786,0,2,0
11.188554847408867,41.56378666516312,2,1,0
22.29144617974448,100.02667303910974,1,0,0
25.443547580542788,63.546403223157284,1,0,0
30.17326600870499,64.98333967089906,1,1,0
32.539378537066675,96.56388283698116,0,1,1
10.504294897945572,81.1246001880132,1,1,1
5.590629951172533,79.11775544163216,0,4,0
39.33212186278211,113.30004689802168,0,0,0
27.9877681437551,57.12963539239714,0,3,1
15.018161561321357,88.55680256162475,2,4,0
42.613823706270274,71.14026249794169,1,1,0
25.388095611514306,75.37184557726515,1,1,0
38.151566208765914,100.56936852825064,1,1,0
24.810221776921306,80.15671512579247,0,0,0
48.728975098583845,80.76592158099265,2,3,0
45.06409010931846,91.45014674619604,0,2,0
21.01243021825112,62.70094540914229,0,1,0
35.65885141145227,53.21580665321987,0,3,0
31.74451139502177,49.10381611957933,1,4,0
40.42357869038818,30.672868212479965,1,0,0
12.420918473038746,111.12414259880644,0,3,0
32.232617519981275,47.93583268556634,0,1,0
36.70109384219505,65.57492752828456,1,2,0
2.8951261629226286,64.46373400222159,0,1,1
9.800897848010699,76.14813395618201,1,1,1
1.0,86.31474425078594,2,3,1
20.76711798666531,87.2094697671949,0,2,1
32.610507069551545,58.33845122862123,0,2,0
42.02828462515234,66.65756572427178,1,0,0
24.889137365037303,75.65159900976599,1,1,0
43.5433865468555,65.02617747632905,0,1,0
7.438782501421303,102.14691152039985,2,2,0
3.559410727738144,79.81949903276502,0,3,1
23.333427613240573,84.69755572099635,0,3,1
28.608785387271688,83.25762537334825,1,2,0
23.607663022870884,93.4694771497065,1,0,0
1.0,73.62043117407414,0,2,0
22.93055952584654,44.063361040883066,1,0,0
8.346365993941761,77.99375903505283,0,2,0
32.03607058596046,56.97286212416342,0,3,0
28.399178953162178,59.42766636500486,0,1,0
12.721442564071737,81.72728037510187,1,3,0
17.833596991959677,94.76566142867271,0,1,0
11.28943773733258,70.42543153472123,0,0,1
23.247850832721937,76.17666025197927,0,3,0
35.46170784601486,104.04429889270476,1,0,0
12.171287443973476,74.81506358977137,1,2,0
30.048558186214134,120.0,1,2,1
17.63690857953071,81.31019291263088,0,4,1
14.48552601285187,34.784744816883645,1,3,1
22.715635680545304,85.06683242209066,0,2,1
11.577092130967511,77.62316769765556,1,2,0
17.356208335833816,95.79505508165492,2,3,0
9.625465288933817,83.46362702539918,0,2,1
47.57670159499667,67.23088032032453,1,2,0
24.423162623660744,45.51403527421269,0,0,0
15.603293904088975,65.8195348542795,0,2,1
26.56775892881066,52.989590915814006,0,1,0
22.652063403710045,58.389531003905546,0,2,0
21.348364805601328,81.7715680884122,0,2,0
31.370000400521104,103.39809008702812,1,2,1
33.09009252056766,77.89343059645962,0,2,0
17.63398622867367,46.08233875929631,1,2,0
17.09018111226384,78.89205336440281,0,2,0
20.69937963418027,93.93262973291303,0,1,1
1.0,57.804341913612355,1,2,0
5.8177072536173755,67.31965666654165,0,4,1
40.40249120933429,70.29376389458395,0,0,0
43.7396125620154,54.3020337383552,1,0,0
21.01156752532346,82.96560867687718,0,1,0
30.918683556669198,67.58103702784437,0,0,0
27.735001854522434,78.39064887814055,0,3,0
60.94656970146285,52.250156443958,2,0,0
37.434898937214925,61.25083399353179,1,0,0
22.4649889022308,84.44762715655543,1,3,0
12.53351471279489,62.54333695816466,1,1,0
4.72264415690913,104.53927702466811,0,2,1
26.441563630406677,62.00727628770795,0,0,0
14.92379105658836,74.49369451503772,1,0,0
6.93295548482791,88.65181663746179,0,2,0
16.24112538908968,41.63268534133937,0,0,0
11.021423956627258,34.78382376038448,0,0,1
44.24569962087078,39.486873708598104,0,2,0
34.579677083393406,95.25168206854364,2,2,0
23.904328304200593,58.96283708215107,0,2,0
41.759329666680316,120.0,0,3,0
24.92841969177142,58.71504802685223,0,2,1
13.664589584060836,73.69102606394074,2,3,0
42.277488927235886,100.84219905135751,0,2,0
30.466920524215904,110.12185776318246,0,1,0
11.553046148082522,111.23007153272796,1,3,0
21.7159358629967,94.16732461186285,1,1,0
13.492580959382911,90.48125051622925,0,1,0
7.406403228427965,81.85053898402366,0,0,0
35.1141305703797,85.56722152333276,0,1,0
46.912999685641566,58.97628567342933,0,1,0
7.2171891141703055,53.63602233155385,0,3,0
30.75563084028685,69.93251085178096,0,0,0
16.192289170538075,66.59630754950143,0,1,0
18.154495394823645,60.9354390134545,0,1,1
16.89127290913357,83.92774894913431,1,1,0
13.632110763842208,89.10610417141022,2,1,0
24.582259535337926,71.76813772583695,1,1,0
14.028598603067547,99.55060162110523,0,0,0
27.245481909358066,47.1662177173299,0,1,0
23.397142686610355,66.12681081440564,2,2,0
21.132623437603083,55.6635535879439,0,2,1
13.109236055500826,32.6692676585388,0,0,0
17.07874403318001,68.34638628314602,0,1,0
33.06469470990907,67.56504983233432,1,6,0
30.011006251492567,100.26899486484263,1,1,0
12.269337062417387,82.61623369109554,0,1,0
25.19198766515071,49.5162635134159,0,1,0
33.01664548046147,107.08185132668376,2,1,0
3.967136626543539,94.42067391050706,0,1,1
30.52032230855922,81.64195406937232,1,3,0
16.04851489264984,65.47031802300336,1,1,1
30.84718402311791,50.81121526553041,1,1,0
14.840890121489798,62.55586447857894,0,0,0
2.3414147920257715,91.77497239408372,0,3,1
4.469490745402048,107.69172611869217,0,0,1
24.577019359936585,100.86487056544378,1,0,0
27.116670020657782,60.223011564274515,2,2,0
13.148200498747098,47.607651334219774,0,1,0
31.663109505328485,72.81772493822407,0,3,0
4.0617592527724815,34.63121268874297,2,1,0
23.207042416232202,76.46335428369562,1,0,0
9.467805602850522,67.04794827402662,1,5,1
16.17796670637409,60.67926996263515,0,1,1
24.568784055796968,38.105938654664094,0,2,0
13.67503961659257,80.27200213139433,1,2,0
19.385333469242095,59.34598320676177,1,0,0
36.07551371057329,46.60166328579424,0,0,0
17.077297565722215,20.0,0,1,1
34.0283053447817,69.44970189898727,0,3,0
10.443517744108583,105.44503193339489,0,1,1
30.357650134983395,103.2251842909574,0,2,0
41.298823447894804,60.858074868274564,2,0,0
1.0,57.95575879276439,0,2,1
14.437256934354279,79.37548512150047,1,0,0
30.92486552616648,50.03229121623417,0,1,0
21.56345536748409,76.03583799638932,1,0,0
28.453750480455707,85.32160556769381,2,1,0
16.752177759410152,94.53866447768615,0,1,1
25.0390774496748,67.99691847040094,0,0,0
22.131873175295045,65.92652499646069,0,1,0
38.01338473991769,52.44034826486878,0,1,0
27.053050119614557,53.4623929192028,1,1,0
28.051231944902426,65.47042216196947,2,2,0
19.05747640653039,77.34731013632356,0,1,1
18.14872531113008,88.27169252466499,0,3,0
18.80930174616455,53.9364209863931,0,1,0
28.733425708539563,99.85377137919043,1,0,0
18.948186230156843,64.57752797914863,0,2,0
27.477298282756955,69.57265411303128,0,3,1
48.90480958374526,55.05576641704353,1,2,0
34.453496441180306,21.515194794541166,1,1,0
20.087717613985905,87.680907927221,0,1,0
38.41456706596734,84.73687794184866,1,2,0
19.103095523741384,64.37344885763574,0,2,0
1.0,71.33981434449744,0,2,1
11.902964268991152,80.31878435408198,1,2,0
1.550496947689732,38.74908286226915,1,2,0
19.781838191504296,59.418946453074106,0,6,1
24.22102055027462,85.88529359243654,0,0,0
44.117247747303395,44.914211536615014,0,2,0
27.92312848516995,75.87115864333259,0,2,0
21.370793654293628,42.8683639075319,0,0,0
33.95286697420187,79.32859964867053,0,2,1
1.0,69.28717035405033,0,1,1
26.82737469730279,37.69736368188981,1,1,0
33.2503823266436,93.29478708914343,1,4,0
6.2569650506419014,55.30816846403902,1,3,1
37.72504851848315,53.794951259712384,0,1,0
28.06195688993297,74.01138394461886,2,0,0
19.016545033190386,92.9727469885743,1,0,0
31.59338239327542,49.68356362043206,1,0,0
51.248314293652754,71.23359699695943,1,2,0
26.182395060701943,78.57633000661146,2,2,0
26.978647035604034,83.86211214526288,0,5,1
18.487669205517072,73.5288311055445,0,1,0
13.801867566422498,62.65944321833356,1,0,0
33.964029798530945,53.44819558702561,1,1,0
13.726994089093594,71.7228776609275,1,2,0
24.85879484663271,48.557219760287865,0,1,1
18.268110638818598,20.0,0,3,0
29.747757908956704,78.73119608315335,0,2,0
28.00394526344338,88.07869682172391,2,1,0
36.45047933109479,22.741351289163234,0,3,0
17.879803213743035,49.80538590580125,0,0,0
20.761500776479544,82.38308522010395,0,0,0
12.254835410612312,111.14990939423397,0,1,1
18.668480879086665,70.41587415350816,1,4,0
28.527605916538224,55.43994117541732,1,2,0
33.083863399744224,66.3420711779032,1,0,0
12.934016109868494,97.4975283829637,0,1,1
34.435271041267924,57.080716417509294,1,1,0
40.26765430565941,54.016159866994926,0,2,0
28.96121883868441,60.34512955635935,1,3,0
46.52154975069679,50.93342783482575,0,3,0
14.714529610757124,72.4534063198959,0,3,0
9.064143560262995,102.49356916939121,1,1,1
2.655357013148657,76.46158546232058,2,1,0
41.952531737870196,64.95292995747425,0,1,0
31.85238787624869,64.16377462168911,1,0,0
23.33298394907454,38.736183826066856,0,2,0
27.359623515837843,87.66219554294318,0,1,0
10.494131432419483,68.44325605974396,0,3,1
53.349023755401916,66.39040172818748,0,2,0
25.55065418370273,120.0,0,1,1
25.312737535258716,75.97505816731372,0,1,1
32.70919948678431,54.964178998096315,0,2,0
29.77211078084056,61.47284807588913,2,0,0
26.686608291349575,92.9689141839351,0,3,1
14.514306534656257,72.26540821075528,1,1,0
29.65762028563195,41.234440433652665,0,0,0
46.5842939577004,88.38457869150407,1,0,0
40.14504055385973,56.63711828922012,0,1,0
43.11823951967277,107.46595552435092,0,0,0
17.865411882825775,91.60096131429297,0,2,1
12.12474215689703,61.053562086824975,0,1,1
22.490556958804223,95.62032723470226,0,0,1
24.668698947464335,71.35711021054807,1,0,0
37.13029822165138,87.0554735024444,1,1,0
3.6904244434221676,79.6946563458895,1,0,0
42.354603833527364,53.07286690018253,1,2,0
22.103905217052127,57.12900335365076,0,1,0
18.87742716063096,90.59921635162323,0,2,1
11.854747496877987,63.304493357869184,0,1,0
4.1417199376107625,61.927030735160066,0,0,0
33.878047007542975,50.89754841301294,0,1,0
